Frequency ranking,Lexeme,Standard Orthography (in newspapers),Standard Reading (in Hiragana),Meaning
67760,煮上がる,煮上がる,にあがる,
67760,垂れ下げる,,,
67760,押し広める,押し広める,おしひろめる,
67760,置き直す,,,
67760,説き及ぶ,説き及ぶ,ときおよぶ,
67760,死に変わる,死に変わる,しにかわる,
67760,迷い出る,,,
67760,目覚めさす,,,
67760,走り出でる,,,
67760,身悶える,,,
67760,打ち眺める,,,
67760,踏み砕く,,,
67760,突き入る,突入る,つきいる,
67760,没し去る,,,
67760,明らむ,明らむ,あからむ,
67760,蹴り倒す,,,
67760,行き止まる,行き止まる,ゆきどまる,
67760,盛り分ける,盛り分ける,もりわける,
67760,語り聞く,,,
67760,深め合う,,,
67760,擦り立てる,,,
67760,履き潰す,はきつぶす,はきつぶす,
67760,尋ね合う,訪ね合う,たずねあう,
67760,駁する,ばくする,ばくする,
67760,選び分ける,,,
67760,矧ぐ,剥ぐ,はぐ,
67760,育て直す,,,
67760,聞き合う,,,
67760,群れ咲く,群れ咲く,むれさく,
67760,打ち欠く,,,
67760,書き進む,,,
67760,集まり住む,,,
67760,打ち放す,,,
67760,注ぎ分ける,注ぎ分ける,そそぎわける,
67760,割り戻す,割り戻す,わりもどす,
67760,委する,医する,いする,
67760,宣る,乗る,のる,
67760,哭する,哭する,こくする,
67760,咲き満ちる,,,
67760,時雨れる,しぐれる,しぐれる,
67760,茹で零す,ゆでこぼす,ゆでこぼす,
67760,救い取る,すくい取る,すくいとる,
67760,出会わす,,,
67760,至り着く,,,
67760,飲み比べる,,,
67760,掘り上げる,彫り上げる,ほりあげる,
67760,合わせ用いる,,,
67760,開け立てる,,,
67760,登り返す,,,
67760,回らす,回らす,まわらす,
67760,取り回す,取り回す,とりまわす,
67760,伸び出る,,,
67760,拗ける,,,
73941,泣き暮らす,泣き暮らす,なきくらす,
73941,向き合わす,,,
73941,打ち替える,打ち替える,うちかえる,
73941,悪たれる,,,
73941,踊り明かす,,,
73941,誤らす,謝らす,あやまらす,
73941,被らす,被らす,かぶらす,
73941,ぶっちぎる,ぶっちぎる,ぶっちぎる,
73941,選び直す,選び直す,えらびなおす,
73941,撮り直す,取り直す,とりなおす,
73941,買い越す,カイコス,かいこす,
73941,成り掛ける,,,
73941,素っ転ぶ,,,
73941,たくる,たくる,たくる,
73941,居合う,,,
73941,着崩す,着くずす,きくずす,
73941,抱き返す,,,
73941,絡め合う,,,
73941,縊る,くびる,くびる,
73941,舂く,,,
73941,書き換わる,,,
73941,梳かす,溶かす,とかす,
73941,序する,じょする,じょする,
73941,暴れ出る,,,
73941,乱れ咲く,,,
73941,休ます,休ます,やすます,
73941,仕返す,仕返す,しかえす,
73941,入らす,入らす,はいらす,
73941,練り混ぜる,,,
73941,詰め合わせる,詰め合わせる,つめあわせる,
73941,仕立て直す,,,
73941,飲み合う,,,
73941,呼ばす,,,
73941,編み込む,編み込む,あみこむ,
73941,読み落とす,読み落とす,よみおとす,
73941,帰らす,,,
73941,こましゃくれる,こましゃくれる,こましゃくれる,
73941,肉付く,肉付く,にくづく,
73941,絎ける,,,
73941,綾取る,あやどる,あやどる,
73941,香り立つ,,,
73941,削り残す,,,
73941,書き捨てる,書き捨てる,かきすてる,
73941,召し連れる,,,
73941,掃き集める,,,
73941,鋳込む,鋳込む,いこむ,
73941,追い使う,追いつかう,おいつかう,
73941,転び落ちる,,,
73941,踏み抜く,踏み抜く,ふみぬく,
73941,負かる,まかる,まかる,
73941,便する,,,
73941,貪り食べる,,,
73941,詰め直す,詰め直す,つめなおす,
73941,結び合わす,結合す,むすびあわす,
73941,務め上げる,勤め上げる,つとめあげる,
73941,育み育てる,はぐくみ育てる,はぐくみそだてる,
73941,群れ成す,,,
73941,差し向かう,,,
73941,かかずらわる,拘わる,かかずらわる,
73941,ぐずつく,ぐずつく,ぐずつく,
73941,餓える,かつえる,かつえる,
73941,乾びる,からびる,からびる,
73941,欠け落ちる,,,
73941,建て連ねる,,,
73941,言い合わせる,言いあわせる,いいあわせる,
73941,塞く,急く,せく,
73941,咲き初める,咲き初める,さきそめる,
73941,取り散らす,,,
73941,拭き清める,,,
73941,澄み返る,住み替える,すみかえる,
73941,責め殺す,,,
73941,掻き撫でる,,,
73941,脱ぎ去る,,,
73941,踏み出る,,,
73941,逃げ失せる,,,
73941,漂い流れる,,,
73941,浮かれ出る,,,
73941,弁じ立てる,弁じ立てる,べんじたてる,
73941,崩れ立つ,崩れたつ,くずれたつ,
73941,抱かす,抱かす,いだかす,
73941,縫い取る,縫い取る,ぬいとる,
73941,訪ね当てる,尋ね当てる,たずねあてる,
73941,飽かす,明かす,あかす,
73941,鳴き喚く,泣きわめく,なきわめく,
73941,溶け入る,,,
73941,連れ戻る,,,
73941,ちょろまかす,ちょろまかす,ちょろまかす,
73941,とちる,とちる,とちる,
73941,もどく,,,
73941,溢れ落ちる,,,
73941,降り落ちる,,,
73941,思い違える,思い違える,おもいちがえる,
73941,書き流す,書き流す,かきながす,
73941,焼け崩れる,,,
73941,食い散らす,食い散らす,くいちらす,
73941,食い足りる,,,
73941,雪崩れ落ちる,,,
73941,彫り起こす,掘り起こす,ほりおこす,
73941,朝する,徴する,ちょうする,
73941,追い下ろす,,,
73941,点る,点る,とぼる,
73941,燃え落ちる,,,
73941,付け合う,,,
73941,絡み合わせる,,,
73941,絡み取る,,,
73941,流れ漂う,,,
73941,睨み回す,,,
73941,ずり上がる,ずり上がる,ずりあがる,
73941,ねとつく,,,
73941,行い澄ます,行いすます,おこないすます,
73941,慈しみ育てる,,,
73941,懲らす,こらす,こらす,
73941,放り入れる,,,
73941,打ちかます,ぶちかます,ぶちかます,
73941,舞い出る,,,
73941,乗り過ごす,乗り過ごす,のりすごす,
73941,吹き晒す,吹きさらす,ふきさらす,
73941,知らせ合う,,,
73941,覆い包む,,,
73941,縫い綴じる,,,
73941,減する,,,
73941,澄み通る,澄みとおる,すみとおる,
73941,干し上がる,干し上がる,ほしあがる,
73941,見張らす,見晴らす,みはらす,
73941,漕ぎ進む,,,
73941,研ぎ澄ませる,,,
73941,帯する,対する,たいする,
73941,忍ばす,しのばす,しのばす,
73941,聞き落とす,聞き落とす,ききおとす,
73941,迷い歩く,,,
73941,鼓する,こする,こする,
73941,蹴出す,けだす,けだす,
73941,説き出す,,,
73941,説き聞かす,,,
73941,冷え上がる,,,
73941,ごろつく,ごろつく,ごろつく,
73941,検する,検する,けんする,
73941,住まわす,住まわす,すまわす,
73941,踏み行う,踏み行う,ふみおこなう,
73941,倦み疲れる,,,
73941,埋め合わす,埋め合わす,うめあわす,
73941,移し入れる,,,
73941,綯い交ぜる,ないまぜる,ないまぜる,
73941,離れ去る,離れ去る,はなれさる,
73941,焼き固める,,,
73941,ずり下がる,ずり下がる,ずりさがる,
73941,回り歩く,,,
73941,掘り取る,,,
73941,咲き残る,咲き残る,さきのこる,
73941,垂れ流れる,,,
73941,走り帰る,,,
73941,叩き倒す,,,
73941,掴み合う,つかみ合う,つかみあう,
73941,転ばす,転ばす,ころばす,
73941,舞い立つ,舞い立つ,まいたつ,
73941,平める,,,
73941,踏み直す,踏み直す,ふみなおす,
73941,捩り合わせる,,,
73941,すっこむ,すっこむ,すっこむ,
73941,引き越す,,,
73941,泣き悲しむ,,,
73941,群れ遊ぶ,群れ遊ぶ,むれあそぶ,
73941,召し寄せる,,,
73941,焼き焦がす,,,
73941,震え戦く,,,
73941,貸し合う,,,
73941,悶え泣く,,,
73941,拗らせる,こじらせる,こじらせる,
73941,銜む,くくむ,くくむ,
73941,下り掛ける,,,
73941,守り伝える,,,
73941,繰り回す,,,
73941,擦り合う,,,
73941,揺れ動かす,,,
73941,誓わす,誓わす,ちかわす,
73941,見覚える,見覚える,みおぼえる,
73941,向け替える,向け変える,むけかえる,
73941,貰い下げる,,,
73941,躍り入る,,,
73941,聞き回る,,,
73941,掻き立つ,,,
73941,振り付ける,振り付ける,ふりつける,
73941,及ぼし合う,及ぼし合う,およぼしあう,
73941,必する,必する,ひっする,
73941,歌い掛ける,,,
73941,思い焦がれる,思い焦がれる,おもいこがれる,
73941,焦らせる,焦らせる,じらせる,
73941,染み通る,しみとおる,しみとおる,
73941,怒鳴り飛ばす,,,
73941,忍び歩く,,,
73941,溶け崩れる,,,
73941,ほっぽり出す,ほっぽりだす,ほっぽりだす,
73941,暴き立てる,あばきたてる,あばきたてる,
73941,浮かれ騒ぐ,,,
73941,合わせ行う,,,
73941,誘い合わせる,誘い合わせる,さそいあわせる,
73941,広げ深める,,,
73941,触り合う,触りあう,さわりあう,
73941,努め励む,,,
73941,書き与える,,,
73941,戻り着く,,,
73941,眺め直す,,,
73941,旧る,降る,ふる,
73941,赤錆びる,,,
73941,売り残す,,,
73941,演じ分ける,演じ分ける,えんじわける,
73941,尋ね求める,,,
73941,編み変える,,,
73941,苛ます,,,
73941,苦します,苦します,くるします,
73941,書き移す,書き写す,かきうつす,
73941,植え育てる,,,
73941,ポシャる,ポシャる,ぽしゃる,
73941,群がり集まる,,,
73941,参する,産する,さんする,
73941,書き漏らす,書き漏らす,かきもらす,
73941,彫り上がる,,,
73941,配り歩く,,,
73941,読み捨てる,読み捨てる,よみすてる,
73941,枯れ上がる,,,
73941,伸し上げる,のし上げる,のしあげる,
73941,緘する,関する,かんする,
73941,貸し渋る,,,
73941,買い支える,買い支える,かいささえる,
73941,績む,生む,うむ,
73941,打ち沈む,打ち沈む,うちしずむ,
73941,伝え残す,,,
73941,嘲り笑う,,,
73941,喜び歌う,,,
73941,生かし合う,,,
73941,歌い収める,,,
73941,繋ぎ合う,つなぎ合う,つなぎあう,
73941,散り敷く,散り敷く,ちりしく,
73941,吹き落とす,吹き落とす,ふきおとす,
73941,生まれ出でる,,,
73941,打ち折る,,,
73941,張り回す,張り回す,はりまわす,
73941,乱れ散る,,,
73941,払い渡す,,,
73941,養い育てる,養い育てる,やしないそだてる,
73941,差し渡す,さし渡す,さしわたす,
73941,持ち来たす,,,
73941,上す,上す,のぼす,
73941,清まる,喜代丸,きよまる,
73941,生み成す,,,
73941,走り読む,,,
73941,曝ける,さらける,さらける,
73941,萌え出でる,,,
73941,湧き出でる,,,
73941,擦り付く,,,
73941,履き古す,履き古す,はきふるす,
82574,がたつく,がたつく,がたつく,
82574,ずるける,ずるける,ずるける,
82574,はだかる,はだかる,はだかる,
82574,パニクる,,,
82574,ぶん回す,,,
82574,扱ぐ,こぐ,こぐ,
82574,吸わす,吸わす,すわす,
82574,計り直す,,,
82574,呼び習わす,呼び習わす,よびならわす,
82574,差し違える,刺し違える,さしちがえる,
82574,湿らす,湿らす,しめらす,
82574,振り飛ばす,振り飛ばす,ふりとばす,
82574,煎り付ける,炒りつける,いりつける,
82574,脱ぎ散らす,脱ぎ散らす,ぬぎちらす,
82574,爪立てる,,,
82574,凍みる,しみる,しみる,
82574,突き合わす,つきあわす,つきあわす,
82574,入れ足す,,,
82574,捻り殺す,,,
82574,飛び散らす,,,
82574,暴れ狂う,,,
82574,目盛る,メモる,めもる,
82574,悶え喘ぐ,,,
82574,遊び倒す,,,
82574,轢き潰す,,,
82574,黒める,,,
82574,売り急ぐ,売り急ぐ,うりいそぐ,
82574,ちゃらける,,,
82574,引き割る,,,
82574,映ろう,移ろう,うつろう,
82574,寂する,寂する,じゃくする,
82574,拭き落とす,吹き落とす,ふきおとす,
82574,染め直す,染め直す,そめなおす,
82574,決め直す,決め直す,きめなおす,
82574,仕切り直す,仕切り直す,しきりなおす,
82574,買い溜める,,,
82574,負かせる,任せる,まかせる,
82574,掛け回す,,,
82574,簸る,昼,ひる,
82574,固まり掛ける,,,
82574,使い倒す,,,
82574,言い違える,言い違える,いいちがえる,
82574,差し出だす,,,
82574,駄弁る,だべる,だべる,
82574,売り叩く,売りたたく,うりたたく,
82574,高め合う,,,
82574,問い合わす,問い合わす,といあわす,
82574,為済ます,,,
82574,縁付ける,縁づける,えんづける,
82574,押っ魂消る,,,
82574,掛け並べる,,,
82574,巻き替える,巻きかえる,まきかえる,
82574,泣き咽ぶ,,,
82574,驚き怒る,,,
82574,群がり寄る,,,
82574,呼び慣らす,,,
82574,呼び上げる,呼び上げる,よびあげる,
82574,跨ぎ越す,,,
82574,荒立つ,,,
82574,差し上る,,,
82574,残し置く,,,
82574,耳立つ,,,
82574,射立てる,,,
82574,取り拉ぐ,とりひしぐ,とりひしぐ,
82574,守り継ぐ,,,
82574,住み成す,住みなす,すみなす,
82574,織り上がる,織り上がる,おりあがる,
82574,食い残す,,,
82574,振り放く,,,
82574,振り放つ,,,
82574,申し聞ける,,,
82574,生まれ合わせる,生まれ合わせる,うまれあわせる,
82574,積み残す,積み残す,つみのこす,
82574,切り掛かる,切りかかる,きりかかる,
82574,造らす,作らす,つくらす,
82574,陳ねる,ひねる,ひねる,
82574,綴じ合せる,とじあわせる,とじあわせる,
82574,撤する,徹する,てっする,
82574,伝い降りる,,,
82574,登り着く,,,
82574,投げ倒す,投げ倒す,なげたおす,
82574,逃げ隠れる,逃げ隠れる,にげかくれる,
82574,逃げ落ちる,,,
82574,頭立つ,頭だつ,かしらだつ,
82574,賑やかす,にぎやかす,にぎやかす,
