Frequency ranking,Lexeme,Standard Orthography (in newspapers),Standard Reading (in Hiragana),Meaning
51227,おちょくる,おちょくる,おちょくる,
51227,煮染める,煮しめる,にしめる,
51227,泊り歩く,泊まり歩く,とまりあるく,
51227,打ち入る,討ち入る,うちいる,
51227,歌い踊る,,,
51227,挑み掛かる,挑みかかる,いどみかかる,
51227,教え導く,,,
51227,打たす,打たす,うたす,
51227,聞き齧る,聞きかじる,ききかじる,
51227,心付く,,,
51227,持ち崩す,持ち崩す,もちくずす,
51227,与え合う,,,
51227,学び直す,,,
51227,事足る,,,
51227,混ずる,混ずる,こんずる,
51227,燥ぎ回る,,,
51227,取り殺す,とり殺す,とりころす,
51227,諾う,うべなう,うべなう,
51227,凍らす,凍らす,こおらす,
51227,捏ねくる,,,
51227,掘り進める,,,
51227,持する,治する,じする,
51227,書き改める,書き改める,かきあらためる,
51227,世慣れる,世慣れる,よなれる,
51227,しばれる,しばれる,しばれる,
51227,競い立つ,気負い立つ,きおいたつ,
51227,卑しめる,卑しめる,いやしめる,
51227,侍する,治する,じする,
51227,延べる,述べる,のべる,
51227,釣り込む,つり込む,つりこむ,
51227,取り集める,取り集める,とりあつめる,
51227,刷り上がる,刷り上がる,すりあがる,
51227,毒する,毒する,どくする,
51227,眺め下ろす,,,
51227,尋ね出す,,,
51227,誑し込む,たらしこむ,たらしこむ,
51227,滑り出る,滑りでる,すべりでる,
51227,起き直る,起き直る,おきなおる,
51227,伸ばし掛ける,,,
51227,踏みしだく,踏みしだく,ふみしだく,
51227,消え行く,,,
51227,出外れる,出はずれる,ではずれる,
51227,服う,末郎,まつろう,
51227,攻め上がる,,,
51227,含み笑う,含み笑う,ふくみわらう,
51227,駆け入る,駆け入る,かけいる,
51227,張り飛ばす,はりとばす,はりとばす,
51227,罷り越す,,,
51227,訝しむ,いぶかしむ,いぶかしむ,
51227,悄気返る,しょげ返る,しょげかえる,
51227,舞わす,回す,まわす,
51227,脅し取る,脅し取る,おどしとる,
51227,繋がり合う,,,
51227,預け入れる,預け入れる,あずけいれる,
51227,乗り超える,乗り越える,のりこえる,
51227,積み増す,,,
51227,焼き込む,焼き込む,やきこむ,
51227,戻し入れる,,,
51227,ハモる,ハモる,はもる,
51227,滅する,滅する,めっする,
51227,繰り替える,くりかえる,くりかえる,
51227,飛び落ちる,,,
53646,遅らす,遅らす,おくらす,
53646,生す,蒸す,むす,
53646,待ち合う,,,
53646,ぶっ飛ぶ,ぶっ飛ぶ,ぶっとぶ,
53646,勝ち上がる,勝ち上がる,かちあがる,
53646,連れ回す,,,
53646,手折る,タオル,たおる,
53646,吹っ切る,吹っ切る,ふっきる,
53646,立ち代わる,,,
53646,煮え立つ,煮立つ,にえたつ,
53646,遊び歩く,遊び歩く,あそびあるく,
53646,恋い焦がれる,恋い焦がれる,こいこがれる,
53646,組ます,組ます,くます,
53646,浮つく,浮つく,うわつく,
53646,そっくり返る,そっくり返る,そっくりかえる,
53646,並び替える,,,
53646,呼び替える,,,
53646,除ける,のける,のける,
53646,ふんだくる,ふんだくる,ふんだくる,
53646,勝ち進む,勝ち進む,かちすすむ,
53646,歩かす,歩かす,あるかす,
53646,殴り込む,殴り込む,なぐりこむ,
53646,思い惑う,思い惑う,おもいまどう,
53646,跳ね回る,跳ね回る,はねまわる,
53646,慢ずる,まんずる,まんずる,
53646,言い古す,言い古す,いいふるす,
53646,掻き抱く,,,
53646,組み伏せる,組み伏せる,くみふせる,
53646,刳れる,,,
53646,歩き疲れる,歩き疲れる,あるきつかれる,
53646,殴り返す,,,
53646,類う,たぐう,たぐう,
53646,削げ落ちる,そげ落ちる,そげおちる,
53646,手向ける,手向ける,たむける,
53646,聾する,ろうする,ろうする,
53646,掻き寄せる,かき寄せる,かきよせる,
53646,射出す,鋳出す,いだす,
53646,逸り立つ,,,
53646,空惚ける,そらとぼける,そらとぼける,
53646,捻り上げる,ねじり上げる,ねじりあげる,
53646,寝過ごす,寝過ごす,ねすごす,
53646,騒ぎ立つ,騒ぎ立つ,さわぎたつ,
53646,漕ぎ寄せる,,,
53646,馳せ参じる,馳せ参じる,はせさんじる,
53646,入り掛ける,入りかける,はいりかける,
53646,もがき苦しむ,,,
53646,攻め下る,,,
53646,考え及ぶ,考え及ぶ,かんがえおよぶ,
53646,押し迫る,押し迫る,おしせまる,
53646,抉り出す,抉りだす,えぐりだす,
53646,雪ぐ,すすぐ,すすぐ,
53646,掴み上げる,,,
53646,招ずる,生ずる,しょうずる,
53646,がっつく,がっつく,がっつく,
53646,凹ます,へこます,へこます,
53646,眺め入る,眺めいる,ながめいる,
53646,言い負かす,言い負かす,いいまかす,
53646,腐す,くさす,くさす,
53646,縢る,かがる,かがる,
53646,寂びる,さびる,さびる,
53646,狩り集める,駆り集める,かりあつめる,
53646,掃き清める,掃き清める,はききよめる,
53646,ぱらつく,ぱらつく,ぱらつく,
53646,叩き売る,たたき売る,たたきうる,
53646,競り上げる,せり上げる,せりあげる,
53646,記する,記する,きする,
53646,隣り合わせる,隣り合わせる,となりあわせる,
53646,寝ぬ,犬,いぬ,
53646,滅び去る,,,
53646,閲する,けみする,けみする,
53646,逃れ去る,,,
53646,逃げ戻る,,,
53646,老いさらばえる,老いさらばえる,おいさらばえる,
53646,切れ上がる,切れ上がる,きれあがる,
53646,征する,制する,せいする,
53646,説き聞かせる,説き聞かせる,とききかせる,
53646,ぶち切れる,,,
53646,言い出る,,,
53646,血塗る,血塗る,ちぬる,
53646,卜する,ぼくする,ぼくする,
53646,引き直す,引き直す,ひきなおす,
53646,踏み堪える,踏みこたえる,ふみこたえる,
53646,透かし見る,透かし見る,すかしみる,
53646,武張る,武張る,ぶばる,
53646,刻する,哭する,こくする,
53646,天翔る,天翔る,あまかける,
53646,刷く,博,はく,
53646,切り立てる,,,
53646,凍え死ぬ,凍え死ぬ,こごえしぬ,
53646,蕩かす,とろかす,とろかす,
53646,這い寄る,はい寄る,はいよる,
53646,鍛え直す,,,
53646,陣する,じんする,じんする,
53646,分かち持つ,,,
53646,節する,接する,せっする,
53646,刈り払う,,,
53646,掻き取る,書き取る,かきとる,
53646,借り換える,,,
53646,執する,しゅうする,しゅうする,
53646,訓ずる,,,
53646,言向く,,,
53646,縛する,ばくする,ばくする,
56342,照り返す,照り返す,てりかえす,
56342,穿り出す,ほじくり出す,ほじくりだす,
56342,いびる,いびる,いびる,
56342,嗅ぎ当てる,かぎあてる,かぎあてる,
56342,聞き違える,聞き違える,ききちがえる,
56342,染み出す,しみ出す,しみだす,
56342,書き並べる,書き並べる,かきならべる,
56342,食い逸れる,食いはぐれる,くいはぐれる,
56342,年取る,,,
56342,飲んだくれる,飲んだくれる,のんだくれる,
56342,溶かし込む,,,
56342,穿り返す,ほじくり返す,ほじくりかえす,
56342,交じり合う,混じり合う,まじりあう,
56342,生え揃う,,,
56342,打ち当てる,打ち当てる,うちあてる,
56342,踏ん切る,,,
56342,結び直す,,,
56342,思い為す,思いなす,おもいなす,
56342,驕り高ぶる,,,
56342,踏み荒らす,踏み荒らす,ふみあらす,
56342,突き倒す,突き倒す,つきたおす,
56342,猛り狂う,たけり狂う,たけりくるう,
56342,蹴り込む,蹴り込む,けりこむ,
56342,着せ替える,着せかえる,きせかえる,
56342,泳ぎ回る,泳ぎ回る,およぎまわる,
56342,掏る,する,する,
56342,躙る,,,
56342,垂れ込む,たれ込む,たれこむ,
56342,見晴かす,見はるかす,みはるかす,
56342,用する,要する,ようする,
56342,狙い打つ,狙い打つ,ねらいうつ,
56342,選り抜く,えり抜く,えりぬく,
56342,泣き濡れる,泣きぬれる,なきぬれる,
56342,恋い慕う,恋い慕う,こいしたう,
56342,のたくる,のたくる,のたくる,
56342,湧き返る,わき返る,わきかえる,
56342,病み衰える,,,
56342,光らす,光らす,ひからす,
56342,徴する,徴する,ちょうする,
56342,へし合う,へし合う,へしあう,
56342,臥せる,伏せる,ふせる,
56342,踏み破る,踏み破る,ふみやぶる,
56342,突き掛かる,突きかかる,つきかかる,
56342,行き倒れる,,,
56342,送り合う,,,
56342,述べ合う,述べ合う,のべあう,
56342,咲き揃う,咲きそろう,さきそろう,
56342,抜き去る,抜き去る,ぬきさる,
56342,編み上げる,編み上げる,あみあげる,
56342,伏し拝む,伏し拝む,ふしおがむ,
56342,約める,つづめる,つづめる,
56342,つま弾く,つまびく,つまびく,
56342,こかす,転す,こかす,
56342,拭い取る,ぬぐいとる,ぬぐいとる,
56342,群れ飛ぶ,群れ飛ぶ,むれとぶ,
56342,茹で上げる,,,
56342,心打つ,,,
56342,按ずる,案ずる,あんずる,
56342,結わえ付ける,結わえつける,ゆわえつける,
56342,歩み出す,,,
56342,咲かす,咲かす,さかす,
56342,言い足す,言いたす,いいたす,
56342,尋ね当てる,尋ね当てる,たずねあてる,
56342,番う,つがう,つがう,
56342,賦する,付する,ふする,
56342,吊り下がる,,,
56342,悩み抜く,悩み抜く,なやみぬく,
56342,ぼやかす,ぼやかす,ぼやかす,
56342,並み居る,並みいる,なみいる,
56342,立ち消える,立ち消える,たちぎえる,
56342,諷する,,,
56342,分け持つ,分持つ,わけもつ,
56342,盗み取る,盗み取る,ぬすみとる,
56342,追い散らす,追い散らす,おいちらす,
56342,分かち与える,分かち与える,わかちあたえる,
56342,督する,得する,とくする,
56342,テンパる,テンパる,てんぱる,
56342,呼び分ける,呼び分ける,よびわける,
56342,引き移る,引き移る,ひきうつる,
56342,黙す,,,
56342,申し受ける,申し受ける,もうしうける,
56342,驚き呆れる,,,
56342,騙くらかす,だまくらかす,だまくらかす,
56342,押し詰める,押しつめる,おしつめる,
56342,繰り延べる,繰り延べる,くりのべる,
56342,飛び歩く,飛び歩く,とびあるく,
56342,攻め取る,攻め取る,せめとる,
56342,差し入る,,,
56342,手挟む,たばさむ,たばさむ,
56342,身動ぐ,身じろぐ,みじろぐ,
56342,走り過ぎる,走り過ぎる,はしりすぎる,
56342,縫い止める,,,
56342,捩じ向ける,,,
56342,褪める,さめる,さめる,
56342,吹き散らす,吹き散らす,ふきちらす,
56342,歩み入る,,,
56342,攻め懸ける,攻めかける,せめかける,
56342,漏れ聞く,漏れ聞く,もれきく,
56342,貧する,瀕する,ひんする,
56342,切り捌く,,,
56342,忍び泣く,忍びなく,しのびなく,
56342,峙つ,そばだつ,そばだつ,
56342,折り取る,,,
56342,出で来る,,,
56342,往ぬ,犬,いぬ,
56342,舁く,各,かく,
56342,当て擦る,あてこする,あてこする,
56342,出で立つ,出で立つ,いでたつ,
56342,読み違える,読み違える,よみちがえる,
56342,貸し下げる,,,
56342,削ぎ取る,そぎ取る,そぎとる,
56342,寄り縋る,寄りすがる,よりすがる,
56342,数え立てる,数えたてる,かぞえたてる,
56342,攻め滅ぼす,攻め滅ぼす,せめほろぼす,
56342,湯引く,湯引く,ゆびく,
56342,擦り混ぜる,,,
59421,終らす,終わらす,おわらす,
59421,投げ合う,投げ合う,なげあう,
59421,酔わす,酔わす,よわす,
59421,習わす,習わす,ならわす,
59421,ほっぽる,ほっぽる,ほっぽる,
59421,料る,りょうる,りょうる,
59421,食べ歩く,食べ歩く,たべあるく,
59421,すげ替える,すげ替える,すげかえる,
59421,遊び疲れる,,,
59421,言い足りる,,,
59421,乗り越す,乗り越す,のりこす,
59421,擦り剥ける,すりむける,すりむける,
59421,糾う,あざなう,あざなう,
59421,書き分ける,かき分ける,かきわける,
59421,叩き返す,叩き返す,たたきかえす,
59421,泣き疲れる,,,
59421,握り込む,,,
59421,死に急ぐ,死に急ぐ,しにいそぐ,
59421,魅せる,見せる,みせる,
59421,好き合う,好き合う,すきあう,
59421,買い増す,,,
59421,買い整える,買い整える,かいととのえる,
59421,紛らせる,まぎらせる,まぎらせる,
59421,借り替える,,,
59421,説き付ける,とき付ける,ときつける,
59421,擦り込む,刷り込む,すりこむ,
59421,思い合う,思い合う,おもいあう,
59421,拝み倒す,拝み倒す,おがみたおす,
59421,割り付ける,割り付ける,わりつける,
59421,撫する,撫する,ぶする,
59421,泳がす,泳がす,およがす,
59421,乗せ替える,,,
59421,降り籠める,振り込める,ふりこめる,
59421,縫い合わす,縫い合わす,ぬいあわす,
59421,ばらける,,,
59421,潰れ掛ける,,,
59421,解き放す,解放す,ときはなす,
59421,見合わす,見合わす,みあわす,
59421,肥え太る,,,
59421,遣り掛ける,,,
59421,しろしめす,知ろしめす,しろしめす,
59421,引き比べる,引き比べる,ひきくらべる,
59421,放り捨てる,,,
59421,燃え滾る,燃えたぎる,もえたぎる,
59421,引き切る,引き切る,ひききる,
59421,縒り合わせる,よりあわせる,よりあわせる,
59421,建ち上がる,立ち上がる,たちあがる,
59421,争い合う,,,
59421,向かす,向かす,むかす,
59421,嘗め合う,,,
59421,ぞめく,ぞめく,ぞめく,
59421,啀む,いがむ,いがむ,
59421,語り明かす,語り明かす,かたりあかす,
59421,漂わす,漂わす,ただよわす,
59421,行き帰る,行き帰る,ゆきかえる,
59421,淫する,淫する,いんする,
59421,言い通す,言い通す,いいとおす,
59421,射通す,射通す,いとおす,
59421,混ぜ合わす,まぜ合わす,まぜあわす,
59421,怒鳴り合う,,,
59421,唸らす,うならす,うならす,
59421,吐き戻す,,,
59421,温もる,ぬくもる,ぬくもる,
59421,申し開く,申し開く,もうしひらく,
59421,請い受ける,請い受ける,こいうける,
59421,唾する,つばする,つばする,
59421,流し合う,,,
59421,回り回る,,,
59421,居流れる,,,
59421,読み合う,,,
59421,刈り入れる,借り入れる,かりいれる,
59421,泥む,なずむ,なずむ,
59421,聞こし召す,きこしめす,きこしめす,
59421,差し出る,差し出る,さしでる,
59421,言い做す,言いなす,いいなす,
59421,手向かう,手向かう,てむかう,
59421,申し付かる,申しつかる,もうしつかる,
59421,引き写す,引き写す,ひきうつす,
59421,噛み分ける,かみ分ける,かみわける,
59421,突き回す,つつきまわす,つつきまわす,
59421,揺らせる,,,
59421,流れ歩く,流れ歩く,ながれあるく,
59421,毀つ,こぼつ,こぼつ,
59421,燃え付く,燃えつく,もえつく,
59421,荒し回る,荒らし回る,あらしまわる,
59421,渇する,かっする,かっする,
59421,効かす,聞かす,きかす,
59421,叫び立てる,,,
59421,見繕う,見つくろう,みつくろう,
59421,巻き返す,巻き返す,まきかえす,
59421,開かす,,,
59421,朽ち掛ける,,,
59421,吹きちぎる,吹きちぎる,ふきちぎる,
59421,吹き募る,吹きつのる,ふきつのる,
59421,突き除ける,突きのける,つきのける,
59421,結する,決する,けっする,
59421,請ずる,生ずる,しょうずる,
59421,かかずらう,かかずらう,かかずらう,
59421,焼き切れる,焼き切れる,やききれる,
59421,踏み迷う,踏み迷う,ふみまよう,
59421,突き転ばす,,,
59421,負ぶさる,おぶさる,おぶさる,
59421,しけこむ,,,
59421,咽び泣く,むせび泣く,むせびなく,
59421,飲み足りる,,,
59421,苦み走る,苦み走る,にがみばしる,
59421,傾ぐ,かしぐ,かしぐ,
59421,差し招く,さし招く,さしまねく,
59421,射倒す,,,
59421,狩り立てる,駆り立てる,かりたてる,
59421,召し使う,,,
59421,折り入る,,,
59421,掻い出す,かい出す,かいだす,
59421,踏み消す,,,
59421,為遂げる,しとげる,しとげる,
59421,踏み替える,踏み替える,ふみかえる,
59421,描き直す,書き直す,かきなおす,
59421,休らう,,,
59421,殴り飛ばす,殴り飛ばす,なぐりとばす,
59421,組み上がる,組み上がる,くみあがる,
59421,かっ飛ばす,かっ飛ばす,かっとばす,
59421,割り入れる,,,
59421,曇らす,曇らす,くもらす,
59421,飽き足りる,飽き足りる,あきたりる,
59421,聞き伝える,聞き伝える,ききつたえる,
59421,図抜ける,ず抜ける,ずぬける,
59421,打ち萎れる,うちしおれる,うちしおれる,
59421,助け上げる,,,
59421,立て通す,,,
59421,蹴り出す,,,
59421,染み出る,しみ出る,しみでる,
59421,庇い合う,,,
59421,沖する,ちゅうする,ちゅうする,
59421,すだく,すだく,すだく,
59421,染め出す,染め出す,そめだす,
59421,言い分ける,言い分ける,いいわける,
59421,出し渋る,出し渋る,だししぶる,
59421,並べ入れる,,,
59421,末枯れる,すがれる,すがれる,
59421,織り出す,織り出す,おりだす,
59421,梳る,くしけずる,くしけずる,
59421,出し惜しむ,出し惜しむ,だしおしむ,
59421,盛り合わせる,盛り合わせる,もりあわせる,
59421,釈する,釈する,しゃくする,
59421,扱き立てる,,,
59421,掛け流す,,,
59421,貸し倒れる,,,
59421,除き去る,,,
59421,行ずる,行ずる,ぎょうずる,
59421,浚える,,,
59421,掃き寄せる,,,
63094,言付ける,ことづける,ことづける,
63094,生き別れる,生き別れる,いきわかれる,
63094,打ち崩す,打ち崩す,うちくずす,
63094,思い決める,,,
63094,なます,なます,なます,
63094,瞑する,銘する,めいする,
63094,触らす,触らす,さわらす,
63094,歌わす,歌わす,うたわす,
63094,出戻る,出戻る,でもどる,
63094,もげる,もげる,もげる,
63094,打ち割る,打ち割る,うちわる,
63094,搗ち割る,,,
63094,穿かす,はかす,はかす,
63094,読み比べる,,,
63094,読み流す,読み流す,よみながす,
63094,遊び暮らす,遊び暮らす,あそびくらす,
63094,さざめく,さざめく,さざめく,
63094,誘い合う,誘い合う,さそいあう,
63094,窺い見る,,,
63094,御覧ずる,,,
63094,吹き過ぎる,吹き過ぎる,ふきすぎる,
63094,白茶ける,白茶ける,しらちゃける,
63094,立ち迷う,立ち迷う,たちまよう,
63094,臈たける,ろうたける,ろうたける,
63094,嗄らす,カラス,からす,
63094,彫りつける,彫りつける,ほりつける,
63094,伸べる,述べる,のべる,
63094,読み掛ける,,,
63094,ささくれる,ささくれる,ささくれる,
63094,取り捌く,,,
63094,従わす,従わす,したがわす,
63094,怖じる,おじる,おじる,
63094,たくし込む,,,
63094,洒落込む,しゃれ込む,しゃれこむ,
63094,写し描く,,,
63094,仰く,あおのく,あおのく,
63094,染め替える,染め変える,そめかえる,
63094,たでる,たでる,たでる,
63094,上がり掛ける,,,
63094,ひんまげる,ひん曲げる,ひんまげる,
63094,出来掛かる,,,
63094,富ます,トマス,とます,
63094,攻め倦む,攻めあぐむ,せめあぐむ,
63094,扼する,訳する,やくする,
63094,馴れ合う,馴れ合う,なれあう,
63094,負け越す,負け越す,まけこす,
63094,滑り下りる,,,
63094,潰え去る,,,
63094,屈まる,かがまる,かがまる,
63094,古す,古巣,ふるす,
63094,刮げる,こそげる,こそげる,
63094,結び合わせる,結び合わせる,むすびあわせる,
63094,修まる,収まる,おさまる,
63094,吹け上がる,,,
63094,黒む,クロム,くろむ,
63094,ひん剥く,ひんむく,ひんむく,
63094,ふざけ合う,ふざけ合う,ふざけあう,
63094,愛しむ,いとしむ,いとしむ,
63094,掛け渡す,架け渡す,かけわたす,
63094,困ずる,講ずる,こうずる,
63094,吹き溜まる,,,
63094,捻くる,ひねくる,ひねくる,
63094,物慣れる,もの慣れる,ものなれる,
63094,捻り回す,捻り回す,ひねりまわす,
63094,ずり上げる,ずり上げる,ずりあげる,
63094,噛み裂く,,,
63094,向け直す,向け直す,むけなおす,
63094,叩き殺す,,,
63094,救い上げる,すくい上げる,すくいあげる,
63094,蒸し上がる,,,
63094,諾する,だくする,だくする,
63094,跳ばす,飛ばす,とばす,
63094,聞き捨てる,聞き捨てる,ききすてる,
63094,枝垂れる,しだれる,しだれる,
63094,補する,補する,ほする,
63094,着膨れる,着ぶくれる,きぶくれる,
63094,打ち興じる,打ち興じる,うちきょうじる,
63094,聞き合わせる,聞き合わせる,ききあわせる,
63094,切り飛ばす,,,
63094,打ち分ける,打ち分ける,うちわける,
63094,済す,なす,なす,
63094,泣き明かす,泣き明かす,なきあかす,
63094,思い及ぶ,思い及ぶ,おもいおよぶ,
63094,思い入れる,思い入れる,おもいいれる,
63094,尋ね歩く,,,
63094,喋らす,しゃべらす,しゃべらす,
63094,褒め上げる,ほめあげる,ほめあげる,
63094,押し被さる,おしかぶさる,おしかぶさる,
63094,泣き騒ぐ,,,
63094,見兼ねる,見かねる,みかねる,
63094,降り募る,降りつのる,ふりつのる,
63094,蹴躓く,けつまずく,けつまずく,
63094,走り下りる,,,
63094,着流す,きながす,きながす,
63094,追い放つ,,,
63094,途切らせる,途切らせる,とぎらせる,
63094,怒鳴り立てる,どなり立てる,どなりたてる,
63094,這い込む,はいこむ,はいこむ,
63094,聞き止める,,,
63094,へばる,へばる,へばる,
63094,矯める,ためる,ためる,
63094,着する,着する,ちゃくする,
63094,不貞る,ふてる,ふてる,
63094,医する,医する,いする,
63094,引き退く,引退く,ひきのく,
63094,願い上げる,願い上げる,ねがいあげる,
63094,思い迷う,思い迷う,おもいまよう,
63094,笑いこける,笑いこける,わらいこける,
63094,掻っ捌く,かっさばく,かっさばく,
63094,叩き折る,,,
63094,舞い狂う,舞い狂う,まいくるう,
63094,嗅ぎ出す,かぎ出す,かぎだす,
63094,縊り殺す,,,
63094,貪り読む,,,
63094,役する,益する,えきする,
63094,へぐ,,,
63094,墾る,春,はる,
63094,伝い歩く,,,
63094,呼び捨てる,呼び捨てる,よびすてる,
63094,選り取る,より取る,よりどる,
63094,焼き切る,焼き切る,やききる,
63094,戦い取る,闘い取る,たたかいとる,
63094,給ぶ,他部,たぶ,
63094,差し遣わす,差し遣わす,さしつかわす,
63094,喋り合う,,,
63094,持ち合わす,持ち合わす,もちあわす,
63094,伏する,服する,ふくする,
63094,掘り抜く,掘り抜く,ほりぬく,
63094,絶え入る,絶え入る,たえいる,
63094,舞い収める,舞い納める,まいおさめる,
63094,食い破る,食い破る,くいやぶる,
63094,逃げ走る,,,
63094,焚き出す,,,
63094,弑する,弑する,しいする,
63094,預け替える,,,
63094,悟らす,悟らす,さとらす,
63094,同ずる,動ずる,どうずる,
63094,立ち勝る,,,
63094,縫い上げる,縫い上げる,ぬいあげる,
63094,溶け残る,,,
63094,乗り入る,,,
63094,算する,産する,さんする,
63094,保する,補する,ほする,
63094,呪い殺す,のろい殺す,のろいころす,
63094,書き下す,書き下す,かきくだす,
63094,召し捕らえる,,,
63094,思い沈む,思い沈む,おもいしずむ,
63094,取り捨てる,取り捨てる,とりすてる,
63094,刺し通す,,,
63094,概する,害する,がいする,
63094,選り出す,より出す,よりだす,
63094,揉み出す,もみ出す,もみだす,
63094,乞い求める,,,
63094,作り成す,,,
63094,割り裂く,,,
63094,描かす,描かす,えがかす,
63094,描き足す,,,
63094,綴り合わせる,つづりあわせる,つづりあわせる,
63094,読み聞かす,,,
63094,下げ止まる,,,
63094,蘇らす,,,
63094,聘する,,,
63094,鳴き交う,,,
63094,刮げ落とす,こそげおとす,こそげおとす,
63094,飢え凍える,,,
63094,帆かける,,,
67760,読み分ける,読み分ける,よみわける,
67760,ミスる,魅する,みする,
67760,くっ喋る,,,
67760,すかす,すかす,すかす,
67760,仕掛かる,,,
67760,轟かす,とどろかす,とどろかす,
67760,困らす,困らす,こまらす,
67760,掻き捨てる,書き捨てる,かきすてる,
67760,抜け替わる,抜け替わる,ぬけかわる,
67760,熾す,起こす,おこす,
67760,靄る,,,
67760,儚む,儚む,はかなむ,
67760,切り戻す,,,
67760,作らす,作らす,つくらす,
67760,打っ壊れる,ぶっこわれる,ぶっこわれる,
67760,競り勝つ,競り勝つ,せりかつ,
67760,煮崩れる,煮くずれる,にくずれる,
67760,繋ぎ変える,,,
67760,盛り下がる,,,
67760,アジる,アジる,あじる,
67760,振るえる,震える,ふるえる,
67760,そっする,,,
67760,引き鳴らす,,,
67760,覗かす,のぞかす,のぞかす,
67760,踊り回る,,,
67760,皺む,皺む,しわむ,
67760,力み返る,力みかえる,りきみかえる,
67760,靡かす,,,
67760,し腐る,,,
67760,突き下ろす,,,
67760,歩き出る,,,
67760,素っ恍ける,,,
67760,流れ入る,,,
67760,話し止める,,,
67760,盗み去る,,,
67760,進み掛ける,,,
67760,付け出す,付け出す,つけだす,
67760,包み直す,,,
67760,そよふく,そよ吹く,そよふく,
67760,ちぎれ飛ぶ,,,
67760,伸び広がる,,,
67760,聞き做す,聞きなす,ききなす,
67760,掃き出す,吐き出す,はきだす,
67760,遊び狂う,,,
67760,荒くれる,荒くれる,あらくれる,
67760,焼き立てる,焼き立てる,やきたてる,
67760,拉する,拉する,らっする,
67760,饗する,供する,きょうする,
67760,呼び求める,,,
67760,押し進む,,,
67760,成り勝る,,,
67760,答え返す,,,
67760,打ち止める,,,
67760,打ち掛ける,打ち掛ける,うちかける,
67760,盗み読む,,,
67760,仄めく,ほのめく,ほのめく,
67760,売り戻す,,,
67760,失わす,失わす,うしなわす,
67760,噛み合わせる,かみあわせる,かみあわせる,
67760,遊び戯れる,遊びたわむれる,あそびたわむれる,
67760,咲き競う,,,
67760,納まり返る,おさまりかえる,おさまりかえる,
67760,打ち揃う,うちそろう,うちそろう,
67760,零れ出す,,,
67760,漕ぎ出す,こぎだす,こぎだす,
67760,泣き落とす,泣き落とす,なきおとす,
67760,寄り集う,,,
67760,立ち出でる,,,
67760,哮り立つ,,,
67760,押し伏せる,押し伏せる,おしふせる,
67760,咲き溢れる,咲きこぼれる,さきこぼれる,
67760,咲き匂う,咲きにおう,さきにおう,
67760,思い合わす,思い合わす,おもいあわす,
67760,射込む,鋳込む,いこむ,
67760,蹴り落とす,,,
67760,重ね合う,,,
67760,笑い崩れる,笑い崩れる,わらいくずれる,
67760,担げる,担げる,かたげる,
67760,追い出る,,,
67760,突き抜く,突き抜く,つきぬく,
67760,腹立てる,,,
67760,撓垂れ掛かる,しなだれかかる,しなだれかかる,
67760,撥ね飛ばす,はね飛ばす,はねとばす,
67760,睨め回す,,,
67760,泳ぎ疲れる,泳ぎ疲れる,およぎつかれる,
67760,息吹く,息吹く,いぶく,
67760,しらばくれる,しらばくれる,しらばくれる,
67760,回し飲む,,,
67760,苦しみ悶える,,,
67760,馳せ帰る,,,
67760,悶え死ぬ,もだえ死ぬ,もだえしぬ,
67760,漏れ伝わる,,,
67760,ひねこびる,ひねこびる,ひねこびる,
67760,吸い立てる,,,
67760,進み寄る,,,
67760,生かる,斑鳩,いかる,
67760,洗い上げる,洗い上げる,あらいあげる,
67760,掴み直す,,,
67760,低まる,低まる,ひくまる,
67760,聞き過ごす,聞きすごす,ききすごす,
67760,流し去る,,,
67760,突き合う,付き合う,つきあう,
67760,いびり出す,いびり出す,いびりだす,
67760,そやす,称す,そやす,
67760,引き破る,引き破る,ひきやぶる,
67760,出入る,,,
67760,打っ続ける,,,
67760,突き砕く,つき砕く,つきくだく,
67760,名乗り合う,,,
67760,蹴込む,けこむ,けこむ,
67760,聞き比べる,,,
67760,べと付く,べとつく,べとつく,
67760,食べ飽きる,,,
67760,思い巡る,,,
67760,申し聞かせる,,,
67760,抜き返す,,,
67760,伝い落ちる,,,
67760,燃え残る,燃え残る,もえのこる,
67760,乗り潰す,,,
67760,寝違える,寝違える,ねちがえる,
67760,申し合わす,申し合わす,もうしあわす,
67760,塗り広げる,,,
67760,書き落とす,書き落とす,かきおとす,
67760,鋳潰す,鋳つぶす,いつぶす,
67760,封じ込む,封じ込む,ふうじこむ,
67760,おぼつく,,,
67760,怒り罵る,,,
67760,富み栄える,,,
67760,立ち枯れる,立ち枯れる,たちがれる,
67760,繋ぎ合わす,つなぎあわす,つなぎあわす,
67760,慣わす,習わす,ならわす,
67760,沸き起こす,,,
67760,媚び諂う,こびへつらう,こびへつらう,
67760,まねぶ,,,
67760,歌い込む,歌い込む,うたいこむ,
67760,萌え出る,萌え出る,もえでる,
67760,信じ込ます,,,
67760,送り迎える,,,
67760,強め合う,,,
67760,触れ歩く,,,
67760,寓する,遇する,ぐうする,
67760,映し取る,写し取る,うつしとる,
67760,書き抜く,書き抜く,かきぬく,
67760,書き飛ばす,書き飛ばす,かきとばす,
67760,開け渡す,明け渡す,あけわたす,
67760,斎く,一宮,いつく,
67760,抜き合わせる,抜き合わせる,ぬきあわせる,
67760,労わり合う,いたわり合う,いたわりあう,
